"","School","Q9","Q10","variable","value"
"1033","BlueRiver","Williams","brv","LocationLongitude",-85.37999725
"1034","BlueRiver","Jenkins","brb","LocationLongitude",-85.37999725
"1035","BlueRiver","williams","Blue River valley","LocationLongitude",-85.37999725
"1036","BlueRiver","Williams","brv","LocationLongitude",-85.37999725
"1037","BlueRiver","Williams","Blue River Valley","LocationLongitude",-85.37999725
"1038","BlueRiver","BURKS","BRV","LocationLongitude",-85.37999725
"1039","BlueRiver","jenkins","brv","LocationLongitude",-85.37999725
"1040","BlueRiver","Jenkins","BRV","LocationLongitude",-85.37999725
"1041","BlueRiver","burks","brv","LocationLongitude",-85.37999725
"1042","BlueRiver","jenkins","BRV","LocationLongitude",-85.37999725
"1043","BlueRiver","Bruks","BRV","LocationLongitude",-85.37999725
"1044","BlueRiver","burks","brv","LocationLongitude",-85.37999725
"1045","BlueRiver","Robin Williams","BRV","LocationLongitude",-85.37999725
"1046","BlueRiver","burks","brv","LocationLongitude",-85.37999725
"1047","Dillsboro","Mrs. Thorpe","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1048","Dillsboro","lewis","north daveis elimatry","LocationLongitude",-86.99849701
"1049","Dillsboro","Thorpe","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1050","Dillsboro","Thorpe","Dillboro","LocationLongitude",-84.97689819
"1051","Dillsboro","Thorpe","Dillsboro Elementary","LocationLongitude",-84.97689819
"1052","Dillsboro","Thorpe","Dillsboro","LocationLongitude",-84.97689819
"1053","Dillsboro","Ingle","Dillsboro Elementary","LocationLongitude",-84.97689819
"1054","Dillsboro","Ingle","Dillsboro","LocationLongitude",-84.97689819
"1055","Dillsboro","Janet Ingle","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1056","Dillsboro","Ingle","Dillsboro Elementary","LocationLongitude",-84.97689819
"1057","Dillsboro","Janet Ingle","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1058","Dillsboro","Ingle","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1059","Dillsboro","Ingle","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1060","Dillsboro","Ingle","Dillsboro","LocationLongitude",-84.97689819
"1061","Dillsboro","Peterson","Delsbrole","LocationLongitude",-84.97689819
"1062","Dillsboro","pederson","south derborn elementry","LocationLongitude",-84.97689819
"1063","Dillsboro","Peterson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1064","Dillsboro","Mrs.Thorpe","Dilsboro","LocationLongitude",-84.97689819
"1065","Dillsboro","Peterson","dillsboro","LocationLongitude",-84.97689819
"1066","Dillsboro","Peterson","Dilllsboro","LocationLongitude",-84.97689819
"1067","Dillsboro","Thorpe","Dillsboro","LocationLongitude",-84.97689819
"1068","Dillsboro","Peterson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1069","Dillsboro","Mrs.Peterson","Dillsboro","LocationLongitude",-84.97689819
"1070","Dillsboro","Thompson","Dillsboro  Elementary","LocationLongitude",-84.97689819
"1071","Dillsboro","Ingle","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1072","Dillsboro","Ingle","Dillsboro","LocationLongitude",-84.97689819
"1073","Dillsboro","Thorpe","Dillsboro","LocationLongitude",-84.97689819
"1074","Dillsboro","Thorpe","Dillsboro","LocationLongitude",-84.97689819
"1075","Dillsboro","Tompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1076","Dillsboro","Thorpe","Dillsboro Elementary","LocationLongitude",-84.97689819
"1077","Dillsboro"," "," ","LocationLongitude",-84.97689819
"1078","Dillsboro","thorpe","DES","LocationLongitude",-84.97689819
"1079","Dillsboro","peterson","Dillisboro","LocationLongitude",-84.97689819
"1080","Dillsboro","Thorpe","Dillsboro","LocationLongitude",-84.97689819
"1081","Dillsboro","Thorpe","Dillsboro Elementary","LocationLongitude",-84.97689819
"1082","Dillsboro","Ingle","Dillsboro","LocationLongitude",-84.97689819
"1083","Dillsboro","Ingle","Dillsboro Elementary","LocationLongitude",-84.97689819
"1084","Dillsboro","Ingle","Dillsboro Elementary","LocationLongitude",-84.97689819
"1085","Dillsboro","Peterson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1086","Dillsboro","Thompson","Dillsboro","LocationLongitude",-84.97689819
"1087","Dillsboro","Thompson","Dillsboro","LocationLongitude",-84.97689819
"1088","Dillsboro","Janet Ingle","Dillsboro Elementary","LocationLongitude",-84.97689819
"1089","Dillsboro","Thompson","Dillsboro  Elementary","LocationLongitude",-84.97689819
"1090","Dillsboro","Thompon","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1091","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1092","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1093","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1094","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1095","Dillsboro","Thorpe","DES","LocationLongitude",-84.97689819
"1096","Dillsboro","Peterson","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1097","Dillsboro","Mrs.Peterson","Dillsboro","LocationLongitude",-84.97689819
"1098","Dillsboro","Thorpe","Dillsboro elemetry","LocationLongitude",-84.97689819
"1099","Dillsboro","THorpe","Dillsboro","LocationLongitude",-84.97689819
"1100","Dillsboro","Thompson","Dillsboro Elemenary","LocationLongitude",-84.97689819
"1101","Dillsboro","Thompson","Dillsboro Elementary School","LocationLongitude",-84.97689819
"1102","Dillsboro","thorpe","Dillsboro Elementary","LocationLongitude",-84.97689819
"1103","Dillsboro","thorpe","dillsboro","LocationLongitude",-84.97689819
"1104","Dillsboro","Thompson","Dillsboro elementary","LocationLongitude",-84.97689819
"1105","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1106","Dillsboro","Thompson","Dillsboro","LocationLongitude",-84.97689819
"1107","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1108","Dillsboro","Thompson","Dillsboro","LocationLongitude",-84.97689819
"1109","Dillsboro","thorpe","dillsboro elementry","LocationLongitude",-84.97689819
"1110","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1111","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1112","Dillsboro","Thompson","Dillsboro Elementary","LocationLongitude",-84.97689819
"1113","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1114","Grandview","Ms brewer","Grandview","LocationLongitude",-86.61750031
"1115","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1116","Grandview"," "," ","LocationLongitude",-86.61750031
"1117","Grandview","Brewer","Grand veiw","LocationLongitude",-86.61750031
"1118","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1119","Grandview","Brewe","Grandviwe","LocationLongitude",-86.61750031
"1120","Grandview","Brewer","Grandveiw","LocationLongitude",-86.61750031
"1121","Grandview","Mis Brewer","Grandview","LocationLongitude",-86.61750031
"1122","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1123","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1124","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1125","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1126","Grandview","Brewer","Grandveiw","LocationLongitude",-86.61750031
"1127","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1128","Grandview","Brewer","Grandveiw","LocationLongitude",-86.61750031
"1129","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1130","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1131","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1132","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1133","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1134","Grandview","Brewer","Grandview","LocationLongitude",-86.61750031
"1135","Granville","Ramsey","Granville Wells","LocationLongitude",-86.47389984
"1136","Granville","Ramsey","Granville Wells Elementry","LocationLongitude",-86.47389984
"1137","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1138","Granville","imes","granville Wells","LocationLongitude",-86.47389984
"1139","Granville","Ramsey","Granville Wells","LocationLongitude",-86.47389984
"1140","Granville","imes","Granville Wells","LocationLongitude",-86.47389984
"1141","Granville","Mrs. Ramsey","Granville Wells Elementry","LocationLongitude",-86.47389984
"1142","Granville","Imes","Granville Wells Elementry","LocationLongitude",-86.47389984
"1143","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1144","Granville","imes","granville wells","LocationLongitude",-86.47389984
"1145","Granville","Imes","Grranville wells","LocationLongitude",-86.47389984
"1146","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1147","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1148","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1149","Granville","Ramsey","Granville Wells Elementary","LocationLongitude",-86.47389984
"1150","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1151","Granville","Gardener","Granville Wells Elementry School","LocationLongitude",-86.47389984
"1152","Granville","imes","granville wells","LocationLongitude",-86.47389984
"1153","Granville","Mrs. Gardner","Grandville Wells","LocationLongitude",-86.47389984
"1154","Granville","imes","granville wells","LocationLongitude",-86.47389984
"1155","Granville"," "," ","LocationLongitude",-86.47389984
"1156","Granville","imes","granville wells","LocationLongitude",-86.47389984
"1157","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1158","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1159","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1160","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1161","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1162","Granville","Gardner","Granvillle Wells","LocationLongitude",-86.47389984
"1163","Granville","Gardner","Granville Wells Elementry","LocationLongitude",-86.47389984
"1164","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1165","Granville"," "," ","LocationLongitude",-86.47389984
"1166","Granville"," "," ","LocationLongitude",-86.47389984
"1167","Granville","Imes","Granvillewells","LocationLongitude",-86.47389984
"1168","Granville"," "," ","LocationLongitude",-86.47389984
"1169","Granville","Gardner","Granville Wells elm.","LocationLongitude",-86.47389984
"1170","Granville","Ramsey","Granville Wells","LocationLongitude",-86.47389984
"1171","Granville","Ramsey","Granville Wells","LocationLongitude",-86.47389984
"1172","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1173","Granville","Ramsey","Granville Wells","LocationLongitude",-86.47389984
"1174","Granville","Ramsey","Granville Wells","LocationLongitude",-86.47389984
"1175","Granville","gardner","Granville Wells Elementary","LocationLongitude",-86.47389984
"1176","Granville","Gardner","Grandville Wells Elementery","LocationLongitude",-86.47389984
"1177","Granville","Ramsey","Granville Wells","LocationLongitude",-86.47389984
"1178","Granville","Gardner","Grandville \Wells Elementery","LocationLongitude",-86.47389984
"1179","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1180","Granville","Ramsy","Grandville wells","LocationLongitude",-86.47389984
"1181","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1182","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1183","Granville","Imes","Granville Wells Elementry","LocationLongitude",-86.47389984
"1184","Granville","GARDNER","GRANVELWELLS","LocationLongitude",-86.47389984
"1185","Granville","Ramsey","Grandville Wells","LocationLongitude",-86.47389984
"1186","Granville","Gardner","Granvillwells","LocationLongitude",-86.47389984
"1187","Granville","Ramsey","Granville Wells Elementry School","LocationLongitude",-86.47389984
"1188","Granville"," "," ","LocationLongitude",-86.47389984
"1189","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1190","Granville","Rammsey","Granvill Wells","LocationLongitude",-86.47389984
"1191","Granville","gardner","granville wells","LocationLongitude",-86.47389984
"1192","Granville","Gardner","Granville Wells Elementary","LocationLongitude",-86.47389984
"1193","Granville","ramsey","granville wells","LocationLongitude",-86.47389984
"1194","Granville","Ramsey","Granville Wells","LocationLongitude",-86.47389984
"1195","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1196","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1197","Granville","Gardner","Granville Wells Elementary","LocationLongitude",-86.47389984
"1198","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1199","Granville","ramsy","granvill wells","LocationLongitude",-86.47389984
"1200","Granville","Gardner","Granville Wells","LocationLongitude",-86.47389984
"1201","Granville","Imes","Granville Wells Elementry","LocationLongitude",-86.47389984
"1202","Granville","IMES","GRANVILLE WELLS","LocationLongitude",-86.47389984
"1203","Granville","Imes","Granville Wells","LocationLongitude",-86.47389984
"1204","Granville","ramsey","Ganville wells","LocationLongitude",-86.47389984
"1205","Granville","garnder","grandville wells elementry","LocationLongitude",-86.47389984
"1206","Granville","gardner","granville wells","LocationLongitude",-86.47389984
